代码,日期,收盘,行业名称,日涨跌幅,市场环境,沪深300涨跌幅,超额收益,行业分组
801780,2021-02-03,4050.86,银行,0.017890975610981963,震荡期,-0.0028886991891791114,0.020779674800161074,防御类
801780,2021-02-04,4066.62,银行,0.0038905318870561256,震荡期,-0.0020515200810324874,0.005942051968088613,防御类
801780,2021-02-05,4188.36,银行,0.029936409106333883,震荡期,0.0017292820465228953,0.028207127059810988,防御类
801780,2021-02-08,4207.03,银行,0.004457591993047405,震荡期,0.014798809646690891,-0.010341217653643486,防御类
801780,2021-02-09,4200.93,银行,-0.0014499540055572524,震荡期,0.02186838784436218,-0.023318341849919433,防御类
801780,2021-02-10,4177.22,银行,-0.005643988354959495,震荡期,0.021361881732248955,-0.02700587008720845,防御类
801780,2021-02-18,4247.95,银行,0.0169323138355173,上涨期,-0.006773399332853369,0.023705713168370668,防御类
801780,2021-02-19,4227.14,银行,-0.0048988335550087525,上涨期,0.0018135071175082729,-0.006712340672517025,防御类
801780,2021-02-22,4156.67,银行,-0.016670846009358642,震荡期,-0.03140923389149586,0.014738387882137216,防御类
801780,2021-02-23,4196.52,银行,0.009587001133118722,震荡期,-0.0031559673151481116,0.012742968448266834,防御类
801780,2021-02-24,4123.7,银行,-0.017352473001439384,震荡期,-0.02546746508932063,0.008114992087881245,防御类
801780,2021-02-25,4186.36,银行,0.015195091786502468,震荡期,0.005883144817683261,0.009311946968819207,防御类
801780,2021-02-26,4035.38,银行,-0.03606474359586842,震荡期,-0.02427929276917795,-0.011785450826690469,防御类
801780,2021-03-01,4031.41,银行,-0.0009837983040011933,震荡期,0.015369434756399958,-0.01635323306040115,防御类
801780,2021-03-02,3997.51,银行,-0.008408968574270426,震荡期,-0.012761903777674055,0.0043529352034036295,防御类
801780,2021-03-03,4183.58,银行,0.04654647518080002,震荡期,0.019175718694563804,0.027370756486236214,防御类
801780,2021-03-04,4150.81,银行,-0.007833004269070853,震荡期,-0.03145640128146121,0.023623397012390357,防御类
801780,2021-03-05,4111.9,银行,-0.009374073975922936,震荡期,-0.003391591957590534,-0.005982482018332402,防御类
801780,2021-03-08,4040.82,银行,-0.017286412607310342,下跌期,-0.03472887795764845,0.01744246535033811,防御类
801780,2021-03-09,3960.69,银行,-0.019830133487757418,下跌期,-0.021461705404993037,0.0016315719172356191,防御类
801780,2021-03-10,3948.66,银行,-0.003037349552729496,下跌期,0.0065606531001112245,-0.00959800265284072,防御类
801780,2021-03-11,4076.55,银行,0.03238820258011588,下跌期,0.02490281020990448,0.007485392370211397,防御类
801780,2021-03-12,4124.13,银行,0.011671634102365935,下跌期,0.003541777491431697,0.008129856610934239,防御类
801780,2021-03-15,4154.8,银行,0.0074367199870033485,下跌期,-0.021536501683999565,0.028973221671002913,防御类
801780,2021-03-16,4206.29,银行,0.012392894964859957,下跌期,0.008701741063130486,0.0036911539017294714,防御类
801780,2021-03-17,4139.64,银行,-0.01584531736993877,下跌期,0.004232027565666652,-0.020077344935605423,防御类
801780,2021-03-18,4155.4,银行,0.003807094336705452,下跌期,0.008020219343490842,-0.00421312500678539,防御类
801780,2021-03-19,4028.55,银行,-0.03052654377436581,下跌期,-0.026192741485030036,-0.004333802289335775,防御类
801780,2021-03-22,4116.8,银行,0.021906144890841528,下跌期,0.009998020806891494,0.011908124083950034,防御类
